line_id,order_id,product_id,quantity,unit_price,line_total
L-003975,SO-01118,SKU-10060,3,352.87,1058.61
L-003976,SO-01118,SKU-10080,20,132.87,2657.4
L-003977,SO-01118,SKU-10017,8,257.94,2063.52
L-003978,SO-01118,SKU-10014,10,178.71,1787.1
L-003979,SO-01119,SKU-10039,12,226.22,2714.64
L-003980,SO-01119,SKU-10036,1,405.54,405.54
L-003981,SO-01120,SKU-10004,4,106.0,424.0
L-003982,SO-01120,SKU-10096,2,43.28,86.56
L-003983,SO-01120,SKU-10003,8,218.59,1748.72
L-003984,SO-01120,SKU-10087,3,47.7,143.1
L-003985,SO-01120,SKU-10085,4,475.61,1902.44
L-003986,SO-01120,SKU-10009,10,253.48,2534.8
L-003987,SO-01121,SKU-10062,2,163.61,327.22
L-003988,SO-01121,SKU-10058,4,186.18,744.72
L-003989,SO-01121,SKU-10037,4,444.59,1778.36
L-003990,SO-01121,SKU-10086,1,88.79,88.79
L-003991,SO-01121,SKU-10005,1,249.69,249.69
L-003992,SO-01121,SKU-10075,8,334.62,2676.96
L-003993,SO-01122,SKU-10028,5,390.56,1952.8
L-003994,SO-01122,SKU-10056,2,270.59,541.18
L-003995,SO-01122,SKU-10065,10,264.22,2642.2
L-003996,SO-01122,SKU-10091,10,91.67,916.7
L-003997,SO-01122,SKU-10063,1,86.94,86.94
L-003998,SO-01123,SKU-10071,10,88.91,889.1
L-003999,SO-01123,SKU-10051,2,259.7,519.4
L-004000,SO-01123,SKU-10009,4,261.74,1046.96
L-004001,SO-01123,SKU-10035,20,453.71,9074.2
L-004002,SO-01124,SKU-10019,2,109.79,219.58
L-004003,SO-01124,SKU-10095,3,105.52,316.56
L-004004,SO-01125,SKU-10086,1,81.69,81.69
L-004005,SO-01125,SKU-10071,1,86.1,86.1
L-004006,SO-01125,SKU-10012,3,101.65,304.95
L-004007,SO-01125,SKU-10062,3,147.25,441.75
L-004008,SO-01126,SKU-10056,12,294.12,3529.44
L-004009,SO-01126,SKU-10087,5,53.0,265.0
L-004010,SO-01126,SKU-10034,12,507.39,6088.68
L-004011,SO-01126,SKU-10033,8,477.92,3823.36
L-004012,SO-01126,SKU-10066,3,221.58,664.74
L-004013,SO-01127,SKU-10082,8,361.3,2890.4
L-004014,SO-01127,SKU-10040,1,158.28,158.28
L-004015,SO-01127,SKU-10009,2,275.52,551.04
L-004016,SO-01128,SKU-10002,2,99.23,198.46
L-004017,SO-01128,SKU-10055,1,238.1,238.1
L-004018,SO-01128,SKU-10080,1,147.63,147.63
L-004019,SO-01128,SKU-10052,20,203.7,4074.0
L-004020,SO-01128,SKU-10072,5,137.29,686.45
L-004021,SO-01129,SKU-10082,1,361.3,361.3
L-004022,SO-01129,SKU-10019,5,104.3,521.5
L-004023,SO-01129,SKU-10039,4,226.22,904.88
L-004024,SO-01129,SKU-10028,20,424.52,8490.4
L-004025,SO-01129,SKU-10091,5,91.67,458.35
L-004026,SO-01130,SKU-10034,12,507.39,6088.68
L-004027,SO-01130,SKU-10084,1,456.36,456.36
L-004028,SO-01130,SKU-10069,10,75.9,759.0
L-004029,SO-01130,SKU-10058,3,182.13,546.39
L-004030,SO-01130,SKU-10066,2,203.85,407.7
L-004031,SO-01130,SKU-10071,20,93.59,1871.8
L-004032,SO-01131,SKU-10083,2,332.45,664.9
L-004033,SO-01131,SKU-10084,2,466.5,933.0
L-004034,SO-01131,SKU-10012,2,93.52,187.04
L-004035,SO-01131,SKU-10060,8,392.08,3136.64
L-004036,SO-01131,SKU-10058,8,202.37,1618.96
L-004037,SO-01132,SKU-10009,1,275.52,275.52
L-004038,SO-01132,SKU-10067,10,335.31,3353.1
L-004039,SO-01132,SKU-10069,5,79.89,399.45
L-004040,SO-01133,SKU-10050,1,61.03,61.03
L-004041,SO-01134,SKU-10025,12,158.48,1901.76
L-004042,SO-01134,SKU-10075,8,353.21,2825.68
L-004043,SO-01134,SKU-10070,2,103.73,207.46
L-004044,SO-01134,SKU-10065,2,237.8,475.6
L-004045,SO-01134,SKU-10032,1,238.73,238.73
L-004046,SO-01134,SKU-10004,1,106.0,106.0
L-004047,SO-01135,SKU-10076,5,587.95,2939.75
L-004048,SO-01135,SKU-10036,3,373.1,1119.3
L-004049,SO-01135,SKU-10067,12,372.57,4470.84
L-004050,SO-01135,SKU-10030,5,503.61,2518.05
L-004051,SO-01135,SKU-10079,3,735.99,2207.97
L-004052,SO-01135,SKU-10023,5,479.88,2399.4
L-004053,SO-01136,SKU-10019,1,101.01,101.01
L-004054,SO-01137,SKU-10000,12,220.43,2645.16
L-004055,SO-01137,SKU-10053,2,48.9,97.8
L-004056,SO-01138,SKU-10065,1,243.08,243.08
L-004057,SO-01138,SKU-10067,2,335.31,670.62
L-004058,SO-01138,SKU-10034,1,535.58,535.58
L-004059,SO-01138,SKU-10004,4,106.0,424.0
L-004060,SO-01138,SKU-10055,20,225.57,4511.4
L-004061,SO-01138,SKU-10056,3,294.12,882.36
L-004062,SO-01139,SKU-10037,2,422.36,844.72
L-004063,SO-01139,SKU-10079,8,735.99,5887.92
L-004064,SO-01140,SKU-10060,5,392.08,1960.4
L-004065,SO-01140,SKU-10038,2,491.85,983.7
L-004066,SO-01140,SKU-10005,3,249.69,749.07
L-004067,SO-01140,SKU-10080,3,147.63,442.89
L-004068,SO-01140,SKU-10046,12,220.42,2645.04
L-004069,SO-01141,SKU-10004,2,106.0,212.0
L-004070,SO-01141,SKU-10024,5,218.6,1093.0
L-004071,SO-01141,SKU-10086,1,88.79,88.79
L-004072,SO-01142,SKU-10045,1,494.59,494.59
L-004073,SO-01142,SKU-10088,12,63.31,759.72
L-004074,SO-01142,SKU-10094,3,115.11,345.33
L-004075,SO-01143,SKU-10041,1,60.93,60.93
L-004076,SO-01143,SKU-10030,12,530.12,6361.44
L-004077,SO-01143,SKU-10085,1,516.97,516.97
L-004078,SO-01143,SKU-10044,10,400.29,4002.9
L-004079,SO-01144,SKU-10011,20,74.25,1485.0
L-004080,SO-01144,SKU-10033,5,439.69,2198.45
L-004081,SO-01144,SKU-10021,2,220.71,441.42
L-004082,SO-01144,SKU-10094,8,115.11,920.88
L-004083,SO-01144,SKU-10023,3,479.88,1439.64
L-004084,SO-01145,SKU-10068,8,215.36,1722.88
L-004085,SO-01145,SKU-10099,8,72.82,582.56
L-004086,SO-01146,SKU-10008,20,255.04,5100.8
L-004087,SO-01146,SKU-10041,1,57.73,57.73
L-004088,SO-01147,SKU-10017,8,249.8,1998.4
L-004089,SO-01147,SKU-10035,2,504.12,1008.24
L-004090,SO-01147,SKU-10028,8,424.52,3396.16
L-004091,SO-01147,SKU-10049,8,462.72,3701.76
L-004092,SO-01147,SKU-10096,20,41.12,822.4
L-004093,SO-01147,SKU-10056,8,294.12,2352.96
L-004094,SO-01148,SKU-10065,1,237.8,237.8
L-004095,SO-01148,SKU-10085,2,491.12,982.24
L-004096,SO-01148,SKU-10011,4,70.54,282.16
L-004097,SO-01148,SKU-10020,3,96.62,289.86
L-004098,SO-01148,SKU-10076,5,587.95,2939.75
L-004099,SO-01148,SKU-10007,1,142.64,142.64
L-004100,SO-01149,SKU-10087,12,48.76,585.12
L-004101,SO-01149,SKU-10082,4,361.3,1445.2
L-004102,SO-01149,SKU-10090,12,28.56,342.72
L-004103,SO-01149,SKU-10066,5,203.85,1019.25
L-004104,SO-01149,SKU-10051,20,238.92,4778.4
L-004105,SO-01149,SKU-10005,20,237.21,4744.2
L-004106,SO-01150,SKU-10056,20,279.41,5588.2
L-004107,SO-01151,SKU-10066,3,199.42,598.26
L-004108,SO-01152,SKU-10008,12,255.04,3060.48
L-004109,SO-01152,SKU-10086,1,81.69,81.69
L-004110,SO-01153,SKU-10062,12,163.61,1963.32
L-004111,SO-01153,SKU-10092,5,104.85,524.25
L-004112,SO-01154,SKU-10070,12,112.75,1353.0
L-004113,SO-01154,SKU-10026,3,408.46,1225.38
L-004114,SO-01154,SKU-10013,2,146.34,292.68
L-004115,SO-01154,SKU-10093,5,66.43,332.15
L-004116,SO-01154,SKU-10055,5,250.63,1253.15
L-004117,SO-01155,SKU-10042,1,98.01,98.01
L-004118,SO-01155,SKU-10092,5,99.61,498.05
L-004119,SO-01155,SKU-10023,8,479.88,3839.04
L-004120,SO-01155,SKU-10069,2,73.5,147.0
L-004121,SO-01156,SKU-10097,2,88.42,176.84
L-004122,SO-01156,SKU-10093,1,62.94,62.94
L-004123,SO-01157,SKU-10020,4,101.99,407.96
L-004124,SO-01157,SKU-10056,20,294.12,5882.4
L-004125,SO-01157,SKU-10051,1,238.92,238.92
L-004126,SO-01157,SKU-10046,20,209.4,4188.0
L-004127,SO-01158,SKU-10046,1,220.42,220.42
L-004128,SO-01159,SKU-10025,10,158.48,1584.8
L-004129,SO-01159,SKU-10052,8,197.27,1578.16
L-004130,SO-01159,SKU-10046,8,220.42,1763.36
L-004131,SO-01159,SKU-10078,5,248.98,1244.9
L-004132,SO-01159,SKU-10000,2,215.64,431.28
L-004133,SO-01160,SKU-10012,10,93.52,935.2
L-004134,SO-01160,SKU-10040,2,166.61,333.22
L-004135,SO-01160,SKU-10037,2,444.59,889.18
L-004136,SO-01160,SKU-10068,20,208.55,4171.0
L-004137,SO-01160,SKU-10053,8,48.9,391.2
L-004138,SO-01160,SKU-10016,20,256.46,5129.2
L-004139,SO-01161,SKU-10059,20,100.68,2013.6
L-004140,SO-01161,SKU-10026,8,375.78,3006.24
L-004141,SO-01161,SKU-10029,20,343.98,6879.6
L-004142,SO-01161,SKU-10058,12,202.37,2428.44
L-004143,SO-01161,SKU-10095,3,105.52,316.56
L-004144,SO-01161,SKU-10005,20,249.69,4993.8
L-004145,SO-01162,SKU-10071,4,93.59,374.36
L-004146,SO-01162,SKU-10094,2,103.6,207.2
L-004147,SO-01162,SKU-10034,12,563.77,6765.24
L-004148,SO-01163,SKU-10030,10,503.61,5036.1
L-004149,SO-01163,SKU-10021,1,220.71,220.71
L-004150,SO-01163,SKU-10091,10,82.5,825.0
L-004151,SO-01163,SKU-10035,5,463.79,2318.95
L-004152,SO-01164,SKU-10067,10,335.31,3353.1
L-004153,SO-01164,SKU-10029,2,316.46,632.92
L-004154,SO-01164,SKU-10085,2,516.97,1033.94
L-004155,SO-01164,SKU-10060,3,392.08,1176.24
L-004156,SO-01164,SKU-10059,1,109.44,109.44
L-004157,SO-01164,SKU-10056,12,294.12,3529.44
L-004158,SO-01165,SKU-10079,20,677.11,13542.2
L-004159,SO-01165,SKU-10095,1,117.24,117.24
L-004160,SO-01165,SKU-10032,10,252.0,2520.0
L-004161,SO-01165,SKU-10074,10,550.05,5500.5
L-004162,SO-01165,SKU-10066,1,210.5,210.5
L-004163,SO-01166,SKU-10000,3,227.62,682.86
L-004164,SO-01167,SKU-10075,1,371.8,371.8
L-004165,SO-01167,SKU-10047,20,105.49,2109.8
L-004166,SO-01168,SKU-10091,4,91.67,366.68
L-004167,SO-01169,SKU-10065,3,264.22,792.66
L-004168,SO-01170,SKU-10067,12,372.57,4470.84
L-004169,SO-01170,SKU-10060,2,392.08,784.16
L-004170,SO-01171,SKU-10048,3,250.2,750.6
L-004171,SO-01171,SKU-10025,20,158.48,3169.6
L-004172,SO-01172,SKU-10033,8,439.69,3517.52
L-004173,SO-01172,SKU-10054,10,76.38,763.8
L-004174,SO-01173,SKU-10038,10,491.85,4918.5
L-004175,SO-01173,SKU-10004,10,106.0,1060.0
L-004176,SO-01173,SKU-10054,12,76.38,916.56
L-004177,SO-01174,SKU-10034,2,518.67,1037.34
L-004178,SO-01174,SKU-10031,10,60.0,600.0
L-004179,SO-01174,SKU-10090,4,28.56,114.24
L-004180,SO-01174,SKU-10094,2,105.9,211.8
L-004181,SO-01175,SKU-10014,1,198.57,198.57
L-004182,SO-01175,SKU-10027,5,192.79,963.95
L-004183,SO-01175,SKU-10071,20,88.91,1778.2
L-004184,SO-01175,SKU-10097,1,88.42,88.42
L-004185,SO-01175,SKU-10099,3,79.15,237.45
L-004186,SO-01176,SKU-10024,2,218.6,437.2
L-004187,SO-01176,SKU-10044,3,360.26,1080.78
L-004188,SO-01177,SKU-10032,3,265.26,795.78
L-004189,SO-01177,SKU-10020,2,107.36,214.72
L-004190,SO-01177,SKU-10039,3,226.22,678.66
L-004191,SO-01177,SKU-10094,5,103.6,518.0
L-004192,SO-01178,SKU-10098,4,54.19,216.76
L-004193,SO-01178,SKU-10063,4,91.52,366.08
L-004194,SO-01179,SKU-10094,10,115.11,1151.1
L-004195,SO-01179,SKU-10076,1,620.62,620.62
L-004196,SO-01179,SKU-10077,1,306.16,306.16
L-004197,SO-01180,SKU-10059,8,109.44,875.52
L-004198,SO-01180,SKU-10034,3,507.39,1522.17
L-004199,SO-01180,SKU-10046,5,198.38,991.9
L-004200,SO-01180,SKU-10032,10,238.73,2387.3
L-004201,SO-01180,SKU-10040,4,166.61,666.44
L-004202,SO-01181,SKU-10038,2,442.67,885.34
L-004203,SO-01181,SKU-10026,4,408.46,1633.84
L-004204,SO-01181,SKU-10065,20,264.22,5284.4
L-004205,SO-01181,SKU-10006,2,215.44,430.88
L-004206,SO-01181,SKU-10095,2,107.86,215.72
L-004207,SO-01181,SKU-10060,10,372.48,3724.8
L-004208,SO-01182,SKU-10007,12,139.54,1674.48
L-004209,SO-01183,SKU-10089,1,50.47,50.47
L-004210,SO-01184,SKU-10048,1,278.0,278.0
L-004211,SO-01185,SKU-10014,12,188.64,2263.68
L-004212,SO-01185,SKU-10024,5,196.74,983.7
L-004213,SO-01185,SKU-10085,5,491.12,2455.6
L-004214,SO-01185,SKU-10096,12,39.82,477.84
L-004215,SO-01185,SKU-10033,3,477.92,1433.76
L-004216,SO-01186,SKU-10097,1,98.24,98.24
L-004217,SO-01186,SKU-10002,3,94.01,282.03
L-004218,SO-01186,SKU-10025,1,145.8,145.8
L-004219,SO-01186,SKU-10007,1,155.04,155.04
L-004220,SO-01186,SKU-10081,12,265.89,3190.68
L-004221,SO-01186,SKU-10096,4,43.28,173.12
L-004222,SO-01187,SKU-10012,8,93.52,748.16
L-004223,SO-01187,SKU-10034,4,518.67,2074.68
L-004224,SO-01187,SKU-10020,8,96.62,772.96
L-004225,SO-01187,SKU-10075,10,371.8,3718.0
L-004226,SO-01187,SKU-10035,8,478.91,3831.28
L-004227,SO-01188,SKU-10072,10,130.07,1300.7
L-004228,SO-01188,SKU-10098,1,54.19,54.19
L-004229,SO-01188,SKU-10066,1,221.58,221.58
L-004230,SO-01188,SKU-10032,8,238.73,1909.84
L-004231,SO-01188,SKU-10064,3,78.04,234.12
L-004232,SO-01188,SKU-10077,12,322.27,3867.24
L-004233,SO-01189,SKU-10077,1,306.16,306.16
L-004234,SO-01189,SKU-10034,1,563.77,563.77
L-004235,SO-01190,SKU-10016,10,250.88,2508.8
L-004236,SO-01190,SKU-10057,5,191.15,955.75
L-004237,SO-01190,SKU-10058,1,202.37,202.37
L-004238,SO-01190,SKU-10028,12,424.52,5094.24
L-004239,SO-01191,SKU-10044,5,360.26,1801.3
L-004240,SO-01192,SKU-10085,1,465.27,465.27
L-004241,SO-01192,SKU-10087,20,53.0,1060.0
L-004242,SO-01193,SKU-10081,10,265.89,2658.9
L-004243,SO-01193,SKU-10059,1,109.44,109.44
L-004244,SO-01193,SKU-10021,3,220.71,662.13
L-004245,SO-01193,SKU-10005,2,249.69,499.38
L-004246,SO-01193,SKU-10001,1,96.36,96.36
L-004247,SO-01194,SKU-10080,4,132.87,531.48
L-004248,SO-01194,SKU-10032,4,265.26,1061.04
L-004249,SO-01194,SKU-10038,1,491.85,491.85
L-004250,SO-01195,SKU-10042,2,88.21,176.42
L-004251,SO-01195,SKU-10050,12,54.93,659.16
L-004252,SO-01195,SKU-10031,2,57.0,114.0
L-004253,SO-01195,SKU-10009,20,261.74,5234.8
L-004254,SO-01195,SKU-10046,4,209.4,837.6
L-004255,SO-01195,SKU-10034,12,535.58,6426.96
L-004256,SO-01196,SKU-10015,8,180.93,1447.44
L-004257,SO-01196,SKU-10072,2,144.52,289.04
L-004258,SO-01197,SKU-10018,3,282.24,846.72
L-004259,SO-01197,SKU-10002,1,94.01,94.01
L-004260,SO-01197,SKU-10084,5,456.36,2281.8
L-004261,SO-01197,SKU-10089,3,53.28,159.84
L-004262,SO-01197,SKU-10061,1,273.68,273.68
L-004263,SO-01197,SKU-10094,10,115.11,1151.1
L-004264,SO-01198,SKU-10036,20,385.26,7705.2
L-004265,SO-01198,SKU-10047,1,111.35,111.35
L-004266,SO-01198,SKU-10095,10,117.24,1172.4
L-004267,SO-01198,SKU-10094,1,115.11,115.11
L-004268,SO-01198,SKU-10011,2,74.25,148.5
L-004269,SO-01199,SKU-10022,10,458.78,4587.8
L-004270,SO-01199,SKU-10060,8,392.08,3136.64
L-004271,SO-01199,SKU-10036,10,373.1,3731.0
L-004272,SO-01199,SKU-10055,2,250.63,501.26
L-004273,SO-01199,SKU-10071,12,93.59,1123.08
L-004274,SO-01199,SKU-10024,1,218.6,218.6
L-004275,SO-01200,SKU-10064,12,73.94,887.28
L-004276,SO-01200,SKU-10095,5,117.24,586.2
L-004277,SO-01200,SKU-10003,2,230.09,460.18
L-004278,SO-01200,SKU-10094,5,105.9,529.5
L-004279,SO-01200,SKU-10093,20,66.43,1328.6
L-004280,SO-01200,SKU-10091,2,91.67,183.34
L-004281,SO-01201,SKU-10087,5,50.35,251.75
L-004282,SO-01201,SKU-10059,1,109.44,109.44
L-004283,SO-01201,SKU-10060,20,352.87,7057.4
L-004284,SO-01201,SKU-10050,2,61.03,122.06
L-004285,SO-01201,SKU-10053,5,44.01,220.05
L-004286,SO-01202,SKU-10064,5,78.04,390.2
L-004287,SO-01202,SKU-10086,3,79.91,239.73
L-004288,SO-01203,SKU-10036,1,364.99,364.99
L-004289,SO-01203,SKU-10031,12,57.0,684.0
L-004290,SO-01203,SKU-10073,4,236.86,947.44
L-004291,SO-01203,SKU-10026,8,408.46,3267.68
L-004292,SO-01203,SKU-10065,2,237.8,475.6
L-004293,SO-01203,SKU-10062,20,163.61,3272.2
L-004294,SO-01204,SKU-10077,5,296.49,1482.45
L-004295,SO-01204,SKU-10002,1,96.09,96.09
L-004296,SO-01204,SKU-10048,2,255.76,511.52
L-004297,SO-01204,SKU-10025,3,150.56,451.68
L-004298,SO-01204,SKU-10003,2,211.68,423.36
L-004299,SO-01205,SKU-10020,2,107.36,214.72
L-004300,SO-01205,SKU-10082,12,361.3,4335.6
L-004301,SO-01206,SKU-10095,4,117.24,468.96
L-004302,SO-01207,SKU-10004,1,106.0,106.0
L-004303,SO-01207,SKU-10014,8,198.57,1588.56
L-004304,SO-01207,SKU-10089,2,51.59,103.18
L-004305,SO-01207,SKU-10029,4,326.78,1307.12
L-004306,SO-01208,SKU-10012,1,91.49,91.49
L-004307,SO-01208,SKU-10011,12,68.31,819.72
L-004308,SO-01208,SKU-10050,5,61.03,305.15
L-004309,SO-01209,SKU-10047,4,117.21,468.84
L-004310,SO-01209,SKU-10043,3,596.35,1789.05
L-004311,SO-01210,SKU-10066,2,221.58,443.16
L-004312,SO-01210,SKU-10069,3,79.89,239.67
L-004313,SO-01210,SKU-10060,2,372.48,744.96
L-004314,SO-01211,SKU-10095,2,117.24,234.48
L-004315,SO-01212,SKU-10027,10,199.07,1990.7
L-004316,SO-01212,SKU-10032,4,265.26,1061.04
L-004317,SO-01212,SKU-10088,2,68.82,137.64
L-004318,SO-01212,SKU-10019,20,109.79,2195.8
L-004319,SO-01212,SKU-10078,2,248.98,497.96
L-004320,SO-01212,SKU-10082,4,343.24,1372.96
L-004321,SO-01213,SKU-10091,3,82.5,247.5
L-004322,SO-01213,SKU-10018,20,282.24,5644.8
L-004323,SO-01213,SKU-10020,8,96.62,772.96
L-004324,SO-01213,SKU-10093,12,62.94,755.28
L-004325,SO-01214,SKU-10085,1,475.61,475.61
L-004326,SO-01214,SKU-10048,3,278.0,834.0
L-004327,SO-01214,SKU-10092,10,104.85,1048.5
L-004328,SO-01215,SKU-10050,3,61.03,183.09
L-004329,SO-01215,SKU-10074,1,597.88,597.88
L-004330,SO-01215,SKU-10096,8,38.95,311.6
L-004331,SO-01216,SKU-10045,3,494.59,1483.77
L-004332,SO-01216,SKU-10099,4,71.24,284.96
L-004333,SO-01216,SKU-10063,5,84.2,421.0
L-004334,SO-01216,SKU-10026,2,408.46,816.92
L-004335,SO-01216,SKU-10027,1,209.55,209.55
L-004336,SO-01216,SKU-10071,8,84.23,673.84
L-004337,SO-01217,SKU-10069,3,75.9,227.7
L-004338,SO-01218,SKU-10039,3,208.12,624.36
L-004339,SO-01218,SKU-10063,10,86.94,869.4
L-004340,SO-01218,SKU-10058,2,192.25,384.5
L-004341,SO-01218,SKU-10098,5,48.77,243.85
L-004342,SO-01218,SKU-10095,3,107.86,323.58
L-004343,SO-01218,SKU-10056,2,279.41,558.82
L-004344,SO-01219,SKU-10085,1,491.12,491.12
L-004345,SO-01219,SKU-10025,4,158.48,633.92
L-004346,SO-01219,SKU-10095,1,117.24,117.24
L-004347,SO-01219,SKU-10000,8,215.64,1725.12
L-004348,SO-01220,SKU-10026,2,408.46,816.92
L-004349,SO-01220,SKU-10034,5,535.58,2677.9
L-004350,SO-01220,SKU-10075,1,342.06,342.06
L-004351,SO-01221,SKU-10014,10,178.71,1787.1
L-004352,SO-01221,SKU-10071,5,93.59,467.95
L-004353,SO-01221,SKU-10002,8,104.45,835.6
L-004354,SO-01222,SKU-10051,2,259.7,519.4
L-004355,SO-01223,SKU-10081,2,239.3,478.6
L-004356,SO-01223,SKU-10021,5,203.05,1015.25
L-004357,SO-01223,SKU-10043,4,596.35,2385.4
L-004358,SO-01224,SKU-10083,3,305.85,917.55
L-004359,SO-01224,SKU-10075,20,371.8,7436.0
L-004360,SO-01224,SKU-10016,8,278.76,2230.08
L-004361,SO-01224,SKU-10030,1,530.12,530.12
L-004362,SO-01224,SKU-10089,20,56.08,1121.6
L-004363,SO-01224,SKU-10028,2,403.29,806.58
L-004364,SO-01225,SKU-10043,5,596.35,2981.75
L-004365,SO-01225,SKU-10041,2,64.14,128.28
L-004366,SO-01225,SKU-10052,10,192.98,1929.8
L-004367,SO-01225,SKU-10044,2,360.26,720.52
L-004368,SO-01225,SKU-10064,2,82.15,164.3
L-004369,SO-01225,SKU-10003,5,230.09,1150.45
L-004370,SO-01226,SKU-10050,5,61.03,305.15
L-004371,SO-01227,SKU-10025,5,142.63,713.15
L-004372,SO-01227,SKU-10040,2,166.61,333.22
L-004373,SO-01227,SKU-10068,5,226.69,1133.45
L-004374,SO-01228,SKU-10003,10,218.59,2185.9
L-004375,SO-01228,SKU-10091,10,84.34,843.4
L-004376,SO-01228,SKU-10094,10,109.35,1093.5
L-004377,SO-01229,SKU-10023,3,479.88,1439.64
L-004378,SO-01229,SKU-10024,2,201.11,402.22
L-004379,SO-01229,SKU-10060,8,392.08,3136.64
L-004380,SO-01230,SKU-10030,2,503.61,1007.22
L-004381,SO-01230,SKU-10079,4,735.99,2943.96
L-004382,SO-01230,SKU-10087,5,53.0,265.0
L-004383,SO-01230,SKU-10053,2,44.01,88.02
L-004384,SO-01230,SKU-10063,12,84.2,1010.4
L-004385,SO-01230,SKU-10050,2,56.15,112.3
L-004386,SO-01231,SKU-10063,1,91.52,91.52
L-004387,SO-01231,SKU-10036,1,405.54,405.54
L-004388,SO-01231,SKU-10078,20,248.98,4979.6
L-004389,SO-01232,SKU-10019,3,98.81,296.43
L-004390,SO-01232,SKU-10091,12,84.34,1012.08
L-004391,SO-01232,SKU-10030,5,477.11,2385.55
L-004392,SO-01233,SKU-10040,20,153.28,3065.6
L-004393,SO-01233,SKU-10062,10,163.61,1636.1
L-004394,SO-01233,SKU-10053,20,44.01,880.2
L-004395,SO-01234,SKU-10089,10,56.08,560.8
L-004396,SO-01234,SKU-10014,1,198.57,198.57
L-004397,SO-01234,SKU-10007,8,155.04,1240.32
L-004398,SO-01234,SKU-10046,8,220.42,1763.36
L-004399,SO-01235,SKU-10020,10,101.99,1019.9
L-004400,SO-01236,SKU-10095,3,111.38,334.14
L-004401,SO-01237,SKU-10009,1,253.48,253.48
L-004402,SO-01237,SKU-10057,3,191.15,573.45
L-004403,SO-01237,SKU-10023,20,479.88,9597.6
L-004404,SO-01237,SKU-10066,4,221.58,886.32
L-004405,SO-01237,SKU-10045,10,494.59,4945.9
L-004406,SO-01237,SKU-10090,1,27.66,27.66
L-004407,SO-01238,SKU-10097,2,90.38,180.76
L-004408,SO-01239,SKU-10025,1,158.48,158.48
L-004409,SO-01239,SKU-10021,5,203.05,1015.25
L-004410,SO-01239,SKU-10080,20,132.87,2657.4
L-004411,SO-01239,SKU-10093,12,69.93,839.16
L-004412,SO-01239,SKU-10051,3,259.7,779.1
L-004413,SO-01239,SKU-10046,12,202.79,2433.48
L-004414,SO-01240,SKU-10036,1,405.54,405.54
L-004415,SO-01241,SKU-10065,2,264.22,528.44
L-004416,SO-01241,SKU-10038,12,467.26,5607.12
L-004417,SO-01241,SKU-10070,8,101.48,811.84
L-004418,SO-01242,SKU-10003,10,230.09,2300.9
L-004419,SO-01242,SKU-10037,4,409.02,1636.08
L-004420,SO-01242,SKU-10005,2,237.21,474.42
L-004421,SO-01242,SKU-10093,2,69.93,139.86
L-004422,SO-01242,SKU-10045,10,469.86,4698.6
L-004423,SO-01243,SKU-10060,5,352.87,1764.35
L-004424,SO-01244,SKU-10040,3,149.95,449.85
L-004425,SO-01245,SKU-10049,1,502.96,502.96
L-004426,SO-01245,SKU-10079,20,735.99,14719.8
L-004427,SO-01245,SKU-10050,12,61.03,732.36
L-004428,SO-01245,SKU-10020,10,96.62,966.2
L-004429,SO-01246,SKU-10018,2,268.13,536.26
L-004430,SO-01246,SKU-10034,8,563.77,4510.16
L-004431,SO-01246,SKU-10010,1,90.91,90.91
L-004432,SO-01246,SKU-10025,10,158.48,1584.8
L-004433,SO-01246,SKU-10096,1,39.82,39.82
L-004434,SO-01246,SKU-10094,2,103.6,207.2
L-004435,SO-01247,SKU-10066,10,221.58,2215.8
L-004436,SO-01247,SKU-10083,3,332.45,997.35
L-004437,SO-01248,SKU-10075,12,353.21,4238.52
L-004438,SO-01248,SKU-10068,8,215.36,1722.88
L-004439,SO-01248,SKU-10035,1,504.12,504.12
L-004440,SO-01248,SKU-10050,3,61.03,183.09
L-004441,SO-01248,SKU-10067,1,372.57,372.57
L-004442,SO-01248,SKU-10077,12,322.27,3867.24
L-004443,SO-01249,SKU-10055,10,238.1,2381.0
L-004444,SO-01250,SKU-10070,8,103.73,829.84
L-004445,SO-01250,SKU-10023,2,431.89,863.78
L-004446,SO-01250,SKU-10077,3,306.16,918.48
L-004447,SO-01250,SKU-10043,1,596.35,596.35
L-004448,SO-01250,SKU-10005,2,249.69,499.38
L-004449,SO-01250,SKU-10045,3,494.59,1483.77
L-004450,SO-01251,SKU-10015,3,171.88,515.64
L-004451,SO-01252,SKU-10032,1,244.04,244.04
L-004452,SO-01253,SKU-10092,2,99.61,199.22
L-004453,SO-01253,SKU-10097,10,98.24,982.4
L-004454,SO-01254,SKU-10041,1,64.14,64.14
L-004455,SO-01254,SKU-10073,20,263.18,5263.6
L-004456,SO-01255,SKU-10079,1,662.39,662.39
L-004457,SO-01255,SKU-10035,10,478.91,4789.1
L-004458,SO-01255,SKU-10061,20,297.48,5949.6
L-004459,SO-01255,SKU-10075,10,371.8,3718.0
L-004460,SO-01255,SKU-10002,20,94.01,1880.2
L-004461,SO-01256,SKU-10071,1,93.59,93.59
L-004462,SO-01256,SKU-10046,8,209.4,1675.2
L-004463,SO-01256,SKU-10002,10,99.23,992.3
L-004464,SO-01256,SKU-10048,20,278.0,5560.0
L-004465,SO-01256,SKU-10083,8,299.21,2393.68
L-004466,SO-01257,SKU-10062,2,163.61,327.22
